Customer ID,Balance,Balance Frquency,Purchases,One-Off Purchases,Installments Purchased,Cash Advance,Purchase Frequency,One-Off Purchase Frequency,Installments Purchase Frequency,Cash Advance Frquency,Cash Advance TRX,Purchases TRX,Credit Limit,Payments,Minimum Payment,PRC Full Payment,Tenure,Cluster
C10702,1135.70375,1,92.07,0,92.07,81.509491,0.272727,0,0.181818,0.272727,3,3,1200,355.798199,434.689529,0,11,4
C10703,484.70724,0.714286,960,960,0,531.964001,0.142857,0.142857,0,0.285714,2,1,2000,199.836894,146.202669,0,7,4
C10704,12.423203,0.909091,2292.41,2003.99,288.42,96.310823,0.916667,0.916667,0.916667,0.083333,1,36,7500,2411.035394,41.854466,0,12,1
C10705,391.508345,0.888889,80.99,80.99,0,2867.104779,0.111111,0.111111,0,0.333333,3,1,1500,3855.328673,149.615036,0.2,9,4
C10706,240.110414,1,3510.42,1732.87,1777.55,0,0.916667,0.416667,0.75,0,0,37,6500,3868.013636,188.187607,0.545455,12,1
C10707,2063.855487,1,220.4,220.4,0,2274.848149,0.083333,0.083333,0,0.666667,11,1,2500,468.683047,441.951462,0,12,3
C10708,1117.00354,1,240,240,0,0,0.166667,0.166667,0,0,0,9,1200,366.532467,1020.099462,0,12,4
C10709,570.657071,1,950.39,540.36,410.03,340.308868,0.833333,0.416667,0.333333,0.166667,2,16,4000,549.682725,254.640736,0,12,2
C10710,1121.44991,1,219.4,85,134.4,0,0.666667,0.083333,0.666667,0,0,9,1200,591.736846,747.662321,0,12,2
C10711,3285.196786,1,2830.48,1182.2,1648.28,1703.103212,1,0.083333,1,0.166667,3,37,8500,7224.787261,856.787065,0.166667,12,1
C10712,1733.972492,1,147.96,0,147.96,0,0.333333,0,0.333333,0,0,8,1900,525.331558,670.323657,0,12,4
C10713,19.548437,0.727273,266.56,84,182.56,0,0.666667,0.083333,0.583333,0,0,9,4500,395.242487,199.880942,0.857143,12,2
C10714,2.872146,0.181818,37,37,0,0,0.083333,0.083333,0,0,0,1,3000,213.066673,82.249496,0,12,4
C10715,4709.342642,1,1614.27,1193.06,421.21,588.059618,0.916667,0.916667,0.75,0.083333,1,56,7500,1276.0373,1207.45351,0,12,1
C10716,5686.466725,0.909091,177.35,177.35,0,0,0.090909,0.090909,0,0,0,1,8000,1775.784106,1724.337874,0,11,3
C10717,84.377933,1,270,0,270,0,1,0,0.916667,0,0,12,1200,308.698498,175.78115,0,12,2
C10718,1234.235139,1,594.95,509.95,85,8287.780882,0.333333,0.25,0.083333,0.416667,10,5,5000,9630.24637,368.290985,0.333333,12,3
C10719,2286.673155,0.818182,0,0,0,2617.930904,0,0,0,0.083333,2,0,3000,602.563865,648.459886,0,12,4
C10720,2608.512452,1,64.2,64.2,0,0,0.083333,0.083333,0,0,0,1,3000,647.437157,957.631664,0,12,4
C10721,2224.000236,1,2276.41,1787.77,488.64,628.841571,0.833333,0.5,0.666667,0.333333,6,39,4500,3755.786767,685.860574,0,12,1
C10722,83.564804,1,616,0,616,0,1,0,0.875,0,0,8,1000,526.820014,135.473963,0.833333,8,2
C10723,19.589561,0.545455,299.84,299.84,0,0,0.416667,0.416667,0,0,0,6,3000,577.023407,116.058011,0.8,12,4
C10724,1193.682005,1,445.18,445.18,0,0,1,1,0,0,0,11,1200,673.563611,775.381032,0,11,2
C10725,4265.241202,1,1499.12,119.12,1380,2312.556328,0.833333,0.083333,0.666667,0.166667,4,10,4500,1844.394398,2439.534576,0,12,3
C10726,1488.113177,1,0,0,0,2599.489045,0,0,0,0.5,15,0,2500,2952.279108,549.725344,0,12,3
C10727,69.795639,1,1293.04,67.86,1225.18,0,1,0.166667,1,0,0,20,7500,891.734089,92.437942,0.7,12,2
C10728,54.738397,0.909091,1326.75,0,1326.75,0,1,0,1,0,0,30,1500,1132.512843,134.186632,0.818182,12,2
C10729,37.427412,1,31.23,0,31.23,1896.550326,0.25,0,0.25,0.166667,2,3,2500,4045.49694,82.129945,0.2,12,4
C10730,64.491497,1,855.99,0,855.99,0,1,0,0.7,0,0,12,3000,816.582936,122.653219,1,10,2
C10731,1607.053725,1,451.9,335,116.9,0,0.25,0.083333,0.166667,0,0,6,2500,569.867313,482.831701,0,12,4
C10732,344.543487,1,2219.53,1432.86,786.67,0,1,0.916667,1,0,0,43,5700,2073.117846,183.251598,0.333333,12,1
C10733,1080.852036,1,0,0,0,48.919105,0,0,0,0.083333,1,0,1200,343.313124,254.04276,0,12,4
C10734,12.597034,0.181818,99,99,0,0,0.083333,0.083333,0,0,0,1,1500,96.255421,13.60646,0,12,4
C10735,5019.019126,1,1517.85,1517.85,0,185.169509,0.272727,0.272727,0,0.181818,2,6,6000,1157.021023,1085.111218,0,11,3
C10736,49.074293,0.818182,330.25,330.25,0,0,0.25,0.25,0,0,0,5,2500,509.309215,134.968858,0,12,4
C10737,1494.221853,1,356.62,308.26,48.36,0,0.333333,0.25,0.166667,0,0,6,1600,641.34086,663.87709,0,12,4
C10738,158.919439,1,0,0,0,787.758817,0,0,0,0.25,3,0,4400,554.846112,173.790575,0,12,4
C10739,308.769481,1,489.24,0,489.24,1010.553199,0.75,0,0.75,0.416667,9,11,1000,1660.010795,207.644586,0.166667,12,2
C10740,1360.590356,1,2834.03,1972.22,861.81,0,1,0.5,1,0,0,54,6000,1333.71178,301.821505,0,12,1
C10741,1237.510447,0.555556,0,0,0,2914.767437,0,0,0,0.111111,2,0,3000,578.821763,473.168189,0,9,4
C10742,25.950664,0.636364,231.25,0,231.25,0,0.666667,0,0.583333,0,0,14,4000,209.115604,94.901424,0.090909,12,2
C10743,1817.618232,1,623.19,0,623.19,408.434019,1,0,0.916667,0.083333,1,26,2800,719.914581,867.218309,0,12,2
C10744,24.569042,1,532.93,0,532.93,0,1,0,1,0,0,23,3000,686.935875,150.108154,0.8,12,2
C10745,5256.69533,1,188.6,188.6,0,1934.418697,0.083333,0.083333,0,0.333333,4,1,9000,1421.954639,1452.249653,0,12,3
C10746,2368.338673,1,1307.18,762.5,544.68,0,0.916667,0.333333,0.666667,0,0,20,9000,2167.293003,539.880492,0,12,2
C10747,14.775035,1,80.44,0,80.44,0,0.333333,0,0.333333,0,0,4,3000,137.217255,81.263818,0.083333,12,4
C10748,926.458992,0.818182,6200.71,5742.61,458.1,283.476295,0.666667,0.666667,0.416667,0.083333,1,49,7000,7932.430735,271.788449,0.142857,12,1
C10749,49.911409,1,178.4,0,178.4,0,1,0,1,0,0,12,2500,130.650758,166.81518,0,12,2
C10750,32.229139,0.727273,145.85,0,145.85,0,0.583333,0,0.583333,0,0,7,1000,263.681773,130.725349,0.125,12,2
C10751,757.964752,0.875,157.4,157.4,0,0,0.125,0.125,0,0,0,6,1200,1494.480376,2638.59841,0,8,4
C10752,313.13311,1,49.09,49.09,0,1306.110387,0.166667,0.166667,0,0.416667,13,2,6500,1405.747523,189.159601,0.166667,12,3
C10753,4183.77248,1,511.12,278.6,232.52,1209.426365,0.916667,0.25,0.833333,0.416667,14,24,4500,1378.838332,2569.377585,0,12,3
C10754,152.459665,1,1248.09,829.45,418.64,0,1,1,0.25,0,0,21,5000,1316.455236,210.906103,0.166667,12,2
C10755,290.246277,1,2617.61,1342.69,1274.92,0,1,1,0.75,0,0,52,2500,2948.963493,164.864181,0.916667,12,1
C10756,2074.364799,1,1500,1500,0,0,0.416667,0.416667,0,0,0,15,2200,2200.280484,1436.215703,0,12,4
C10757,1837.047378,1,0,0,0,73.157833,0,0,0,0.083333,1,0,2000,412.848153,599.972398,0,12,4
C10758,28.90195,0.363636,169.24,169.24,0,0,0.083333,0.083333,0,0,0,1,1200,166.658504,42.777345,0,12,4
C10759,133.68751,1,1139.2,0,1139.2,0,1,0,0.875,0,0,15,3000,957.152839,116.355394,0.833333,8,2
C10760,108.766657,0.857143,750.19,750.19,0,0,0.714286,0.714286,0,0,0,7,2500,498.643829,95.901909,0,7,2
C10761,3106.853852,1,0,0,0,3043.478003,0,0,0,0.416667,11,0,6000,702.156272,1069.874481,0,12,3
C10762,1075.768647,1,200,200,0,0,0.083333,0.083333,0,0,0,1,1200,550.95426,290.977264,0,12,4
C10763,21.345298,0.727273,1019,119,900,0,0.75,0.083333,0.75,0,0,10,4500,1274.379409,161.692199,1,12,2
C10764,41.25567,0.454545,297.4,297.4,0,0,0.25,0.25,0,0,0,5,6000,595.460601,173.255085,0.333333,12,4
C10765,451.23106,1,1293.7,725.6,568.1,0,1,0.916667,0.916667,0,0,40,1200,894.932094,204.619343,0,12,2
C10766,591.103032,1,626.69,626.69,0,0,0.166667,0.166667,0,0,0,2,2500,786.571498,311.637186,0,12,4
C10767,4222.928545,1,0,0,0,4745.047686,0,0,0,0.333333,6,0,8000,1383.938805,1295.228551,0,12,3
C10768,1396.279238,1,3380.44,1449.92,1930.52,0,1,0.333333,1,0,0,27,3500,5451.794841,385.003688,0.083333,12,1
C10769,975.252077,1,1146.74,796.74,350,0,0.857143,0.142857,0.714286,0,0,8,1000,1273.063087,252.66907,0,7,2
C10770,1622.84216,1,248.74,0,248.74,1814.147021,0.333333,0,0.25,0.25,3,4,2500,1082.286757,384.449529,0,12,4
C10771,3899.763741,1,0,0,0,925.72976,0,0,0,0.083333,1,0,6500,877.767833,1454.215974,0,12,4
C10772,199.462047,1,1296.2,745.82,550.38,0,0.25,0.25,0.166667,0,0,14,1800,18.125527,110.486344,0,12,4
C10773,143.737177,1,1456,361,1095,0,0.666667,0.166667,0.583333,0,0,17,2500,1416.600792,139.685178,0.818182,12,2
C10774,45.45702,0.909091,175,175,0,0,0.166667,0.166667,0,0,0,2,1200,212.558928,223.193529,0,12,4
C10775,268.797746,1,70,0,70,0,0.5,0,0.416667,0,0,6,1000,105.954038,229.157988,0,12,4
C10776,451.404363,1,2196,2154.34,41.66,0,0.833333,0.75,0.083333,0,0,14,1800,2142.056177,184.805024,0.166667,12,1
C10777,160.873814,0.666667,480,480,0,0,0.666667,0.666667,0,0,0,8,1500,38.770699,86.542118,0,6,4
C10779,982.566805,1,282.39,0,282.39,0,0.583333,0,0.583333,0,0,7,1000,722.645708,935.878792,0,12,2
C10780,1186.287841,1,115.5,115.5,0,0,0.166667,0.166667,0,0,0,3,1200,446.088328,356.432463,0,12,4
C10781,2005.438728,1,956.05,818.73,137.32,0,0.583333,0.5,0.25,0,0,16,2500,915.734963,592.444909,0,12,2
C10782,233.961592,1,248.44,13,235.44,0,0.5,0.083333,0.416667,0,0,6,1200,219.96077,174.71331,0,12,2
C10783,159.36681,0.636364,1277.5,0,1277.5,0,0.583333,0,0.5,0,0,7,2500,1315.820451,173.58488,0.4,12,2
C10784,27.40855,1,290.6,290.6,0,0,1,1,0,0,0,12,2000,315.279531,170.973738,0.083333,12,2
C10785,5496.421462,1,0,0,0,2338.977761,0,0,0,0.083333,2,0,6000,1292.534876,1605.355165,0,12,3
C10786,0.074724,0.181818,0,0,0,370.73048,0,0,0,0.083333,1,0,1000,1628.657052,11.51534,1,12,4
C10787,2669.587009,1,0,0,0,967.482287,0,0,0,0.083333,1,0,6500,666.186973,655.620366,0,12,4
C10788,165.290723,0.818182,971.2,971.2,0,446.94537,0.166667,0.166667,0,0.083333,1,3,1000,1922.505496,124.779308,0.666667,12,4
C10789,683.391465,0.636364,0,0,0,1786.070392,0,0,0,0.083333,4,0,3000,346.494649,159.136566,0,12,4
C10790,1063.614099,1,0,0,0,196.616463,0,0,0,0.083333,1,0,1200,206.505212,316.230814,0,12,4
C10791,1124.582725,1,0,0,0,219.933843,0,0,0,0.333333,4,0,1200,446.251464,228.206218,0,12,4
C10792,110.409387,0.727273,992.88,992.88,0,0,0.416667,0.416667,0,0,0,12,4500,791.103098,148.537836,0,12,4
C10793,687.378139,1,74.42,0,74.42,0,0.25,0,0.25,0,0,3,700,353.250281,492.588377,0,12,4
C10794,472.663708,0.545455,310.44,0,310.44,0,0.416667,0,0.416667,0,0,5,4000,2493.243567,222.654608,0.142857,12,4
C10795,120.658015,1,349.12,349.12,0,0,0.25,0.25,0,0,0,4,2700,383.414493,163.463142,0,12,4
C10796,105.385636,1,1536.31,344.91,1191.4,0,0.666667,0.166667,0.416667,0,0,8,3000,1639.344093,161.467632,0.625,12,2
C10797,2843.942194,1,0,0,0,266.975744,0,0,0,0.583333,10,0,3000,869.193769,910.703762,0,12,3
C10798,336.640397,1,589.59,165,424.59,0,0.833333,0.083333,0.75,0,0,17,5000,839.728514,184.635553,0,12,2
C10799,135.493002,1,0,0,0,499.794103,0,0,0,0.25,4,0,1200,1844.110066,185.379277,0.166667,12,4
C10800,965.236679,1,2786.08,763.82,2022.26,0,0.75,0.333333,0.666667,0,0,33,4500,1399.589495,244.198717,0,12,1
C10803,15.307062,1,71.52,0,71.52,0,1,0,0.833333,0,0,6,1500,55.180487,69.3025,0.25,6,2
C10804,1056.954525,1,0,0,0,744.221343,0,0,0,0.333333,11,0,2500,498.592426,250.571856,0,12,4
C10805,42.363094,0.571429,0,0,0,260.723304,0,0,0,0.285714,2,0,1200,440.939379,39.551362,0,7,4
C10806,3024.642476,1,0,0,0,2381.716886,0,0,0,0.083333,2,0,8000,578.458133,1031.5915,0,12,3
C10807,597.410794,0.909091,344.75,289.3,55.45,1347.900815,0.25,0.25,0.166667,0.416667,9,7,2500,2026.647785,172.765035,0,12,4
C10808,43.20377,1,308.22,0,308.22,0,0.916667,0,0.916667,0,0,11,2000,331.111373,162.258275,0.5,12,2
C10809,79.517489,0.818182,335.38,270,65.38,0,0.25,0.083333,0.083333,0,0,3,3000,413.920617,122.063597,0.111111,12,4
C10810,661.940291,1,755.14,482.9,272.24,0,0.916667,0.75,0.75,0,0,29,6500,2284.482833,247.277952,0.333333,12,2
C10812,8.799432,0.454545,1591.48,218.8,1372.68,0,0.833333,0.25,0.666667,0,0,23,2000,1496.045221,72.016021,0.2,12,2
C10813,827.393597,0.727273,693.89,0,693.89,0,0.416667,0,0.416667,0,0,13,1500,1954.590955,700.486647,0.090909,12,2
C10814,8.570991,0.272727,149.55,149.55,0,0,0.083333,0.083333,0,0,0,1,5000,447.377119,97.176376,0,12,4
C10815,7.20735,0.545455,152.02,0,152.02,0,0.583333,0,0.5,0,0,7,1000,219.445915,99.133361,0.5,12,2
C10816,15.667283,1,147.48,0,147.48,0,1,0,1,0,0,12,3000,137.105608,124.544483,0.416667,12,2
C10818,955.159037,1,440.57,45.65,394.92,0,0.666667,0.083333,0.666667,0,0,13,1000,684.090131,591.385845,0,12,2
C10819,99.643727,1,677.68,655.68,22,0,1,1,0.083333,0,0,14,3000,809.678399,148.487769,0.272727,12,2
C10820,194.927,0.909091,2061.48,1613.06,448.42,0,0.833333,0.5,0.5,0,0,23,8500,1937.914753,144.660755,0.636364,12,1
C10821,1871.597836,1,3220.25,208.49,3011.76,2367.006699,0.833333,0.166667,0.75,0.416667,15,28,5500,448.564207,559.391166,0,12,1
C10822,1455.745146,1,266,266,0,168.514165,0.222222,0.222222,0,0.222222,2,4,1500,284.966485,302.737808,0,9,4
C10823,1986.558317,1,0,0,0,872.861808,0,0,0,0.166667,4,0,6500,653.211583,587.112789,0,12,4
C10824,0,0,265.76,0,265.76,0,0.916667,0,0.916667,0,0,11,1500,288.141157,14.094123,0,12,2
C10826,14.891908,0.818182,59.8,59.8,0,0,0.166667,0.166667,0,0,0,2,500,98.211239,119.964053,0,12,4
C10827,1367.301373,1,231.41,0,231.41,0,1,0,1,0,0,16,2500,107.242408,257.56864,0,6,2
C10828,299.82542,1,480,130,350,416.566286,1,0.142857,0.857143,0.428571,3,8,1000,113.970639,100.59858,0,7,2
C10829,1281.842665,1,0,0,0,371.667107,0,0,0,0.333333,4,0,1500,576.243687,407.81451,0,12,4
C10830,863.130387,1,37.3,37.3,0,0,0.166667,0.166667,0,0,0,2,1000,164.343581,176.441403,0,12,4
C10831,50.302615,0.636364,0,0,0,575.797773,0,0,0,0.166667,2,0,500,511.341658,186.033645,0,12,4
C10832,33.817964,0.909091,232.45,0,232.45,0,0.833333,0,0.833333,0,0,10,1800,243.407128,141.988053,0.363636,12,2
C10833,3092.189629,1,60.82,0,60.82,2361.473149,0.25,0,0.166667,0.5,17,3,3500,856.196277,889.485238,0,12,3
C10835,564.325877,1,0,0,0,36.998782,0,0,0,0.083333,1,0,600,239.847051,336.627401,0,12,4
C10836,2067.148279,1,792.68,441.9,350.78,446.493825,0.583333,0.25,0.5,0.333333,7,21,3500,697.332323,611.827896,0,12,2
C10837,966.732798,1,1093,1093,0,247.199642,0.333333,0.333333,0,0.166667,2,7,7500,1226.547045,218.206833,0,12,4
C10838,519.444307,1,525,0,525,0,1,0,1,0,0,12,1000,1500.456687,806.258492,0.083333,12,2
C10839,2811.486863,1,692.52,692.52,0,637.084199,1,1,0,0.25,5,13,3000,1848.537683,2532.728316,0,12,3
C10840,125.793836,1,630,0,630,0,1,0,0.916667,0,0,12,1000,373.891965,166.265696,0.2,12,2
C10841,41.049799,0.727273,413.31,133.31,280,0,0.583333,0.083333,0.416667,0,0,8,6000,475.939508,106.476161,0.625,12,2
C10843,339.183041,1,139.5,139.5,0,0,0.25,0.25,0,0,0,3,1200,877.494612,167.323383,0.090909,12,4
C10844,4587.062248,1,333.28,0,333.28,77.956377,0.583333,0,0.583333,0.083333,1,8,5000,1234.809537,1673.959822,0,12,2
C10845,2.880247,0.181818,250,250,0,0,0.083333,0.083333,0,0,0,1,2000,1401.222628,159.142575,0,12,4
C10846,1190.800122,1,1864.79,1002.22,862.57,0,0.916667,0.666667,0.75,0,0,51,3000,1617.884909,255.931146,0,12,1
C10847,2580.169522,1,0,0,0,3912.041656,0,0,0,0.25,10,0,3000,1809.765794,638.475926,0,12,3
C10849,1280.732187,1,0,0,0,395.725602,0,0,0,0.166667,4,0,1500,397.461163,380.286525,0,12,4
C10850,1340.671346,1,0,0,0,244.036318,0,0,0,0.25,3,0,1500,514.124193,519.856738,0,12,4
C10852,43.762299,1,422.24,347.24,75,0,1,0.166667,1,0,0,15,3000,280.83786,119.087402,0,12,2
C10853,111.449845,1,1389.94,0,1389.94,0,1,0,1,0,0,24,1300,1356.270465,167.215217,1,12,2
C10854,186.054174,1,2126.81,1529.8,597.01,0,1,0.916667,1,0,0,27,7000,1998.999896,178.290009,1,12,1
C10855,127.895284,1,1085.16,134.9,950.26,0,1,0.25,1,0,0,29,1000,469.114905,172.662882,0.333333,12,2
C10856,18.014226,0.727273,130.5,0,130.5,0,0.75,0,0.75,0,0,9,1500,176.874316,151.915915,0.333333,12,2
C10857,454.552808,0.454545,0,0,0,1091.832836,0,0,0,0.083333,1,0,1200,163.85665,297.132962,0,12,4
C10858,0.009684,0.181818,79.24,0,79.24,0,0.083333,0,0.083333,0,0,1,6000,688.614293,35.978677,0.333333,12,4
C10859,385.763111,1,232.93,232.93,0,0,0.5,0.5,0,0,0,6,2500,989.738532,152.762176,0.083333,12,4
C10860,1.841583,0.181818,67.5,0,67.5,0,0.083333,0,0.083333,0,0,1,2500,110.266434,209.339591,0,12,4
C10861,15.330559,0.727273,144.64,0,144.64,0,0.666667,0,0.666667,0,0,8,1000,198.970881,96.044022,0,12,2
C10862,5772.250286,1,255.25,150,105.25,2969.93596,0.25,0.083333,0.166667,0.5,20,4,6500,1385.482263,1378.644403,0,12,3
C10863,241.001768,0.5,1888.88,1000,888.88,0,0.875,0.125,0.875,0,0,9,1000,3450.990535,185.857663,0.4,8,2
C10865,157.763858,0.909091,211.07,211.07,0,0,0.25,0.25,0,0,0,4,1400,994.915444,186.548599,0.1,12,4
C10866,724.854858,1,185.63,185.63,0,321.127263,0.25,0.25,0,0.083333,1,4,1300,1474.929946,441.741032,0.083333,12,4
C10867,147.527826,0.727273,0,0,0,291.423252,0,0,0,0.181818,3,0,1200,114.87215,198.55418,0,11,4
C10868,114.361988,0.727273,2141.32,98,2043.32,0,0.666667,0.083333,0.666667,0,0,13,6500,3361.500799,47.676403,0,12,2
C10869,2002.429291,1,3500.03,1814.42,1685.61,0,1,0.666667,1,0,0,129,6000,1619.62737,537.587864,0,12,1
C10870,943.584041,0.875,103,103,0,0,0.125,0.125,0,0,0,1,1000,215.325023,410.484825,0,8,4
C10872,991.949111,1,945.43,945.43,0,0,0.583333,0.583333,0,0,0,10,1500,1448.269927,1950.911172,0,12,4
C10873,37.615084,0.909091,229.5,0,229.5,0,0.5,0,0.416667,0,0,6,6000,229.256141,180.598109,0.444444,12,2
C10874,2266.220776,1,125.32,125.32,0,434.011893,0.083333,0.083333,0,0.083333,1,1,3000,657.190307,633.370465,0,12,4
C10875,262.25861,1,2269.74,614.5,1655.24,292.97442,1,0.416667,1,0.083333,1,41,3000,2239.223522,188.5229,1,12,1
C10876,830.51605,1,1059.04,799.04,260,0,0.5,0.333333,0.25,0,0,8,3000,182.53903,400.00556,0,12,2
C10878,88.012898,0.545455,975,0,975,0,0.583333,0,0.583333,0,0,11,2725,1930.437135,142.662885,0.857143,12,2
C10879,50.366106,0.363636,507.57,507.57,0,0,0.083333,0.083333,0,0,0,2,6000,503.254349,34.488495,0,12,4
C10880,3570.596193,1,150.46,0,150.46,3381.913668,0.181818,0,0.090909,0.272727,7,2,6500,1233.301038,911.267314,0,11,3
C10881,1207.320442,0.9,359,359,0,0,0.4,0.4,0,0,0,4,3000,239.704238,379.055818,0,10,4
C10882,145.320241,0.636364,530.81,0,530.81,0,0.583333,0,0.5,0,0,7,5500,143.114001,196.881446,0,12,2
C10884,118.941982,0.285714,1250,0,1250,0,0.714286,0,0.714286,0,0,5,3000,1130.438324,127.592031,0,7,2
C10885,1793.954788,1,0,0,0,93.199729,0,0,0,0.083333,1,0,2500,508.613001,481.397375,0,12,4
C10886,2.641101,1,9.68,0,9.68,0,0.083333,0,0.083333,0,0,1,8000,72.282497,17.530337,0,12,4
C10887,909.846336,0.875,590,590,0,1557.373205,0.375,0.375,0,0.25,5,5,2500,750.556869,181.398536,0,8,4
C10888,894.357857,1,1164,0,1164,0,1,0,1,0,0,12,2000,907.603723,270.413449,0,12,2
C10889,1621.345326,1,5167.6,4246.5,921.1,0,1,1,0.833333,0,0,52,5000,2721.870415,523.348392,0,12,1
C10892,250.258381,0.727273,486.94,486.94,0,1131.986387,0.25,0.25,0,0.083333,1,3,4500,2837.08595,130.716778,0.333333,12,4
C10893,663.394569,0.875,1208.7,1025.94,182.76,0,0.875,0.25,0.75,0,0,19,1500,662.519566,119.295167,0,8,2
C10894,96.820999,0.272727,928.53,611.04,317.49,148.450478,0.25,0.25,0.166667,0.083333,2,13,3000,1827.504821,173.812568,1,12,4
C10895,1182.28075,1,0,0,0,19.326352,0,0,0,0.090909,1,0,1200,254.727472,491.098362,0,11,4
C10896,66.842287,1,908.34,723.02,185.32,0,1,1,0.083333,0,0,14,6500,788.60284,177.213829,0.5,12,2
C10897,243.182403,1,2687.48,398.67,2288.81,0,1,0.333333,1,0,0,67,5500,2349.060843,176.161796,1,12,1
C10900,364.219107,0.818182,142.52,142.52,0,654.345476,0.083333,0.083333,0,0.25,6,2,2500,621.956899,191.258003,0,12,4
C10901,1450.959629,0.444444,0,0,0,3419.81768,0,0,0,0.222222,4,0,4000,446.092673,747.172775,0,9,4
C10902,34.195309,1,211.56,0,211.56,0,1,0,1,0,0,12,1000,188.66041,153.221194,0.5,12,2
C10903,3028.512053,1,0,0,0,353.51025,0,0,0,0.583333,10,0,3000,820.085077,1187.871281,0,12,3
C10904,886.65747,1,1440.48,1440.48,0,0,1,1,0,0,0,13,1800,309.644014,291.857209,0,12,2
C10905,26.767358,0.6,190,90,100,0,0.5,0.1,0.3,0,0,7,1200,270.6586,136.109592,0,10,4
C10907,2409.236843,1,990.15,772.6,217.55,0,0.75,0.416667,0.416667,0,0,26,8000,707.712681,606.899998,0,12,2
C10910,1340.551352,1,427.96,331.96,96,618.344755,0.5,0.333333,0.416667,0.166667,4,12,1500,326.956073,472.486843,0,12,4
C10911,923.977036,1,0,0,0,6616.555691,0,0,0,0.416667,6,0,2500,5155.088326,320.494371,0.2,12,3
C10912,182.171771,1,270.65,45.65,225,0,0.833333,0.083333,0.75,0,0,10,1000,216.489485,190.287126,0,12,2
C10913,22.689289,0.818182,360.6,160.6,200,0,0.666667,0.166667,0.416667,0,0,9,4500,415.618854,144.896661,0.857143,12,2
C10914,2899.781468,1,223.62,193.94,29.68,507.263645,0.333333,0.25,0.166667,0.083333,2,6,3000,1059.352415,683.372766,0,12,4
C10915,1278.829156,1,0,0,0,2425.727213,0,0,0,0.166667,6,0,4000,445.436177,418.536968,0,12,4
C10916,1859.165344,1,0,0,0,1543.160715,0,0,0,0.083333,5,0,3500,310.775643,659.586136,0,12,4
C10917,44.586199,0.272727,413.7,0,413.7,0,0.166667,0,0.166667,0,0,4,2500,2271.738188,131.138844,0,12,4
C10918,2089.997028,1,2576,2576,0,0,0.25,0.25,0,0,0,4,5700,574.514857,531.183467,0,12,4
C10919,216.716507,1,0,0,0,810.792285,0,0,0,0.25,3,0,1800,1308.537026,94.70744,0.25,12,4
C10920,239.446482,0.636364,0,0,0,698.096182,0,0,0,0.25,8,0,2000,351.850485,181.339692,0.166667,12,4
C10921,91.861479,1,939.51,0,939.51,0,0.916667,0,0.833333,0,0,11,3000,874.020918,180.358798,1,12,2
C10924,1030.914048,1,1083.44,1083.44,0,1342.617687,1,1,0,0.333333,5,48,1200,2574.978162,606.739379,0.083333,12,1
C10925,1597.679284,1,272.4,0,272.4,0,1,0,1,0,0,16,1550,587.710246,1090.811625,0,12,2
C10926,1140.91813,1,0,0,0,1531.176754,0,0,0,0.333333,6,0,1800,1336.452403,374.452534,0,12,4
C10927,1458.775165,1,0,0,0,1759.295218,0,0,0,0.333333,10,0,3500,856.740386,379.255051,0,12,3
C10928,1173.112709,1,823.05,573.05,250,1000.869648,0.5,0.25,0.416667,0.25,3,11,1500,2049.345099,266.90291,0,12,4
C10929,2267.664008,1,0,0,0,76.590404,0,0,0,0.083333,1,0,2500,597.046672,673.465761,0,12,4
C10930,2122.821694,1,255.34,199.34,56,1331.769584,0.333333,0.166667,0.333333,0.5,7,6,5000,1016.843526,561.912557,0,12,3
C10931,1097.28593,1,0,0,0,37.643261,0,0,0,0.166667,2,0,1200,236.375748,259.21298,0,12,4
C10932,114.523682,1,83,83,0,69.22803,0.166667,0.166667,0,0.166667,2,3,300,196.333324,201.615417,0.083333,12,4
C10933,298.779514,0.909091,1205.85,310.97,894.88,0,0.666667,0.333333,0.416667,0,0,12,3000,378.768909,130.651802,0,12,2
C10934,855.571897,0.666667,71.13,0,71.13,1343.021655,0.666667,0,0.555556,0.222222,5,6,1500,220.436374,583.820142,0,9,4
C10935,2893.897487,1,18,0,18,3904.514452,0.083333,0,0.083333,0.416667,23,1,6000,483.729934,720.971058,0,12,3
C10937,471.104779,1,0,0,0,58.192353,0,0,0,0.25,3,0,500,165.27161,190.841988,0,12,4
C10939,11.944853,0.181818,88.93,88.93,0,0,0.083333,0.083333,0,0,0,1,2750,430.507379,154.067397,0,12,4
C10940,1768.589163,1,63.7,63.7,0,0,0.083333,0.083333,0,0,0,1,2000,750.927612,379.079339,0,12,4
C10941,2584.617366,1,0,0,0,385.424519,0,0,0,0.3,3,0,3000,3206.865961,557.973185,0,10,4
C10942,3857.278468,1,0,0,0,1238.047916,0,0,0,0.444444,6,0,4000,666.97848,635.614648,0,9,3
C10943,374.101774,1,1283.36,1253.36,30,0,1,1,0.083333,0,0,14,1800,1482.140815,202.184147,0.083333,12,2
C10944,1696.302382,1,0,0,0,1578.159867,0,0,0,0.666667,13,0,3000,650.716947,784.060078,0,12,3
C10945,1078.3009,1,0,0,0,1537.88642,0,0,0,0.666667,16,0,1500,199.01051,226.880981,0,6,3
C10946,633.209696,1,1625.01,1165.36,459.65,0,1,0.333333,1,0,0,29,2500,764.713719,206.988911,0,12,2
